document_id,title,abstract,category
28850,Multi-qubit entangling gate using a frequency-modulated tunable coupler,"A quantum processing comprises n fixed-frequency quantum circuits of distinct frequencies, where n�?. The device further comprises a frequency-tunable coupler, designed in such a manner that its frequency can be concomitantly modulated at m frequencies, where m�?, and wherein said m frequencies correspond, each, to a difference of energy between a respective pair of quantum states spanned by the quantum circuits. The quantum circuits are, each, coupled to the tunable coupler. The method may rely on modulating the frequency of the tunable coupler concomitantly at said m frequencies. This, for example, is done so as to drive m energy transitions between connected pairs of states spanned by the quantum circuits and achieve an entangled state of the quantum circuits as a superposition of l states spanned by the quantum circuits, l≥m.",Methods of Building Qubits
22007,Apparatus and method for quantum computing performance simulation,"Apparatus and method for a full quantum system simulator. For example, one embodiment of a method comprises: initializing a quantum computing system simulator for simulating multiple layers of a quantum system including one or more non-quantum layers and one or more physical quantum device layers of the quantum system; simulating a first set of operations of the one or more non-quantum layers of the quantum system to generate first simulation results; simulating a second set of operations of the one or more quantum device layers of the quantum system to generate second simulation results; analyzing the first and second simulation results to provide at least one configuration recommendation for the quantum system.",Models of Manipulating Qubits for Computation
28416,Quantum analog-digital interconversion for encoding and decoding quantum signals,"Methods, systems, and apparatus for quantum analog-digital conversion. In one aspect, a method includes obtaining a quantum analog signal; applying a hybrid analog-digital encoding operation to the quantum analog signal and a qudit in an initial state to obtain an evolved state of the qudit, wherein the hybrid analog-digital encoding operation is based on a swap operation comprising multiple adder operations; and providing the qudit in the evolved state as a quantum digital encoding of the quantum analog signal.",Applications of Quantum Computing
16863,AND gate based on ballistic electrons,"An AND-gate device having a structure arms, a channel from a first arm and a second arm extends to a channel of a third arm. When a current from a first voltage flowing from a first electrode of the first arm to a second electrode of the second arm, a flow of electrons is generated that flows through the third arm channel from the channel of the first and second arms to the third arm channel. At least two input structures are positioned in series in the third arm. Each input structure includes a fin structure having a gate controlled by an individual voltage applied to an electrode which induces an electric-field structure that shifts by an amount of the voltage. The controllable gate opening changes a depletion width, causing an amount of flow of ballistic electrons to pass through the channel. A sensor detects the ballistic electrons.",Models of Manipulating Qubits for Computation
15603,Concurrent results processing in a quantum control system,"Circuitry of a pulse generation program compiler is operable to parse pulse generation program source code comprising a declaration of a non-stream variable, a declaration of a stream variable, and one or more stream processing statements that reference the stream variable. The circuitry of the pulse generation program compiler is operable to generate, based on the declaration of the non-stream variable, a machine for execution by a quantum controller and a quantum orchestration server.",Methods of Building Qubits
21242,Adversarial quantum machine learning,"In this disclosure, a number of ways that quantum information can be used to help make quantum classifiers more secure or private are disclosed. In particular embodiments, a form of robust principal component analysis is disclosed that can tolerate noise intentionally introduced to a quantum training set. Under some circumstances, this algorithm can provide an exponential speedup relative to other methods. Also disclosed is an example quantum approach for bagging and boosting that can use quantum superposition over the classifiers or splits of the training set to aggregate over many more models than would be possible classically. Further, example forms of k-means clustering are disclosed that can be used to prevent even a powerful adversary from even learning whether a participant even contributed data to the clustering algorithm.",Applications of Quantum Computing
23616,Shed-resistant thermal atom source,"The disclosure describes various aspects of a shed-resistant thermal atom source. More specifically, a thermal atom source is described for uniform thermal flux of target atomic species in which a metal wadding material is used as an intermediary surface for sublimation of the atoms, preventing the source material from shedding or dropping. In an aspect, a thermal atom source may include a container with closed and open ends, and inside a source material near the closed end and a wadding between the source material and the open end; a heater coupled to the closed end; one or more clamps configured to secure the container and the heater; and a current source coupled to the container and the heater to cause a temperature to increase such that a portion of the source material is released and diffuses to the open end through the wadding prior to being emitted as a flux.",Methods of Building Qubits
15766,Cloud-based simulation of quantum computing resources,"Methods, systems, and computer-readable media for cloud-based simulation of quantum computing resources are disclosed. One or more classical computing resources are selected based at least in part on a quantum algorithm. The resources are selected by a quantum computing simulation service of a provider network. The quantum algorithm is executable using a quantum computing resource comprising a plurality of quantum bits. The one or more classical computing resources are selected from a pool of computing resources of the provider network. The quantum algorithm is simulated using the one or more classical computing resources.",Models of Manipulating Qubits for Computation
20483,Techniques for quantum error correction using bosonic modes and related systems and methods,"Some aspects are directed to a method of operating a circuit quantum electrodynamics system that includes a physical qubit dispersively coupled to a quantum mechanical oscillator, the method comprising measuring a parity of a first state of the quantum mechanical oscillator, subsequent to measuring the parity of the first state, measuring a parity of a second state of the quantum mechanical oscillator, the second state being different from the first state, applying a first drive waveform to the quantum mechanical oscillator, and applying a second drive waveform to the physical qubit concurrent with the application of the first drive waveform, wherein the first drive waveform and the second drive waveform are selected based at least in part on a result of comparing the measured parity of the second state to the measured parity of the first state.",Address Obstacles to Quantum Computation
16174,Randomized gap and amplitude estimation,"Methods and apparatus are provided that permit estimation of eigenphase or eigenvalue gaps in which random or pseudo-random unitaries are applied to a selected initial quantum state to produce a random quantum state. A target unitary is then applied to the random quantum state one or more times, or an evolution time is allowed to elapse after application of the target unitary. An inverse of the pseudo-random unitary used to produce the random quantum state is applied, and the resultant state is measured with respect to the initial quantum state. Measured values are used to produce Bayesian updates, and eigenvalue/eigenvector gaps are estimated. In some examples, the disclosed methods are used in amplitude estimate and control map determinations. Eigenvalue gaps for time-dependent Hamiltonians can be evaluated by adiabatic evolution of the Hamiltonian from an initial Hamiltonian to a final Hamiltonian.",Applications of Quantum Computing
26342,Procedure for systematic tune up of crosstalk in a cross-resonance gate and system performing the procedure and using results of the same,"In a system including a cross-resonance gate having a superconducting control qubit and having a superconducting target qubit coupled through a bus resonator, echo pulses are generated at a first frequency and directed to the control qubit, wherein the first frequency is on resonance with the control qubit. Cross-resonance pulses are generated at a second frequency on resonance with the target qubit and applied to the control qubit, wherein the generating and applying the cross-resonance pulses induce rotations on the target qubit through an interaction that is mediated by the bus resonator. Cancellation pulses are generated at the second frequency and applied to the target qubit. Sets of Hamiltonian tomographies may be measured to determine appropriate amplitudes and phases of the cross-resonance and cancellation pulses.",Methods of Building Qubits
25074,Superconducting qubit with tapered junction wiring,"Error correction can only work with superconducting qubits if qubit errors are lowered. Surface loss from thin oxides is currently a dominant error mechanism. Formulas for useful qubit geometries are presented to predict surface loss, which can be used to optimize the qubit layout. A significant fraction of surface loss comes from the small wire that connects the Josephson junction to the qubit capacitor. Tapering this wire is shown to significantly lower its loss, as well as etching the underlying silicon to create free-standing wires.",Address Obstacles to Quantum Computation
12709,Frequency management for quantum control,"A system comprises quantum control interconnect circuitry configured to receive a plurality of fixed-frequency signals, a variable-frequency signal, a quantum control pulse, a quantum element readout pulse, and a quantum element return pulse. The circuitry is operable to upconvert the quantum control pulse using the fixed-frequency signals. The circuitry is operable to upconvert the readout pulse using the variable-frequency signal. The circuitry is operable to downconvert the return pulse using the variable-frequency signal.",Methods of Building Qubits
18642,Generation of entangled qubit states,"A method includes receiving Bell pairs. Photons are obtained in a Greenberger-Hom-Zeilinger (GHZ) state by providing, to a first beam splitter, a photon from a first Bell pair and a photon from a second Bell pair. The first beam splitter is coupled with a first output channel and a second output channel. Obtaining the photons in the GHZ state further includes providing, to a second beam splitter, a photon from a third Bell pair and a photon from a fourth Bell pair. The second beam splitter is coupled with a third output channel arid a fourth output channel. Obtaining the photons in the GHZ state further includes providing a photon output from the second output channel as a first input to a detector and a photon output in the third output channel a second input to the first detector.",Methods of Building Qubits
14893,Quantum data result streaming,"A quantum computer system for streaming data results, the quantum computer system configured to: receive a first job request from a requesting entity, the first job request comprising instructions to execute a plurality of times a first quantum program, the first job request further comprising an instruction to output one or more first partial data results after one or more executions of said quantum program; execute the first job request; and send to the requesting entity the one or more first partial data results of the executed first job request corresponding to the one or more executions of the first quantum program.",Applications of Quantum Computing
18985,Constructing quantum processes for quantum processors,"In a general aspect, a quantum process for execution by a quantum processor is generated. In some instances, test data representing a test output of a quantum process are obtained. The test data are obtained based on a value assigned to a variable parameter of the quantum process. An objective function is evaluated based on the test data, and an updated value is assigned to the variable parameter based on the evaluation of the objective function. The quantum process is provided for execution by a quantum processor, and the quantum process provided for execution has the updated value assigned to the variable parameter.",Methods of Building Qubits
11636,Quantum circuits with reduced T gate count,"Methods, systems and apparatus for producing quantum circuits with low T gate counts. In one aspect, a method for performing a temporary logical AND operation on two control qubits includes the actions of obtaining an ancilla qubit in an A-state; computing a logical-AND of the two control qubits and storing the computed logical-AND in the state of the ancilla qubit, comprising replacing the A-state of the ancilla qubit with the logical-AND of the two control qubits; maintaining the ancilla qubit storing the logical-AND of the two controls until a first condition is satisfied; and erasing the ancilla qubit when the first condition is satisfied.",Models of Manipulating Qubits for Computation
15601,Job processing in quantum computing enabled cloud environments,"A compatibility is ascertained between a configuration of a quantum processor (q-processor) of a quantum cloud compute node (QCCN) in a quantum cloud environment (QCE) and an operation requested in a first instruction in a portion (q-portion) of a job submitted to the QCE, the QCE including the QCCN and a conventional compute node (CCN), the CCN including a conventional processor configured for binary computations. In response to the ascertaining, a quantum instruction (q-instruction) is constructed corresponding to the first instruction. The q-instruction is executed using the q-processor of the QCCN to produce a quantum output signal (q-signal). The q-signal is transformed into a corresponding quantum computing result (q-result). A final result is returned to a submitting system that submitted the job, wherein the final result comprises the q-result.",Address Obstacles to Quantum Computation
13685,Detection of leakage of a qubit without directly measuring the qubit,"A method of detecting leakage of a data qubit includes applying a first cross-resonance pulse to the data qubit, the data qubit including a first state and a second state; applying a first echo pulse to the data qubit temporally following the applied first cross-resonance pulse; applying a second cross-resonance pulse to the data qubit temporally following the applied first echo pulse, the second cross-resonance pulse being an inverted form of the first cross-resonance pulse; applying a second echo pulse to the data qubit temporally following the second cross-resonance pulse; and detecting a leakage associated with the data qubit using an ancilla qubit coupled to the data qubit based on application of the first and second cross-resonance pulses, and the first and second echo pulses.",Address Obstacles to Quantum Computation
13111,Enhanced collection of training data for machine learning to improve worksite safety and operations,"Systems and methods for enhanced collection of training data for machine learning to improve worksite safety and operations. One embodiment is a system with an interface to receive first evaluations of a first scene from a group of trainees, the first scene belonging to safety curriculum content and depicting a worksite with a known hazard that is associated in memory with a hazard profile. The system includes a controller to determine a trusted subgroup of the trainees that correctly identified the known hazard in the first scene. The interface receives second evaluations of a second scene from the trusted subgroup of the trainees that depicts the worksite with an unknown hazard. The controller trains a machine learning function based on the second evaluations from the trusted subgroup of the trainees for automatic identification of hazard indications in the second scene depicting the worksite with the unknown hazard.",Address Obstacles to Quantum Computation
16443,Reducing qubit energy decay and correlated errors from cosmic rays in quantum processors,"Large algorithms can be run on a quantum computer only if quantum error correction is used to lower logical qubit errors. The energy deposited by cosmic-ray muons produces a quasiparticle “heat�?pulse that causes the qubits to decay in energy quickly, with errors correlated in space and time, so that error correction fails. Metal layers comprising normal metal and/or small-gap superconductors channel this energy away from the qubit into benign structures so that qubit performance is not degraded. These structures are designed according to the electron-phonon interactions and constraints from electromagnetic radiation to make large reductions in the induced errors so that error correction works properly.",Methods of Building Qubits
20294,Systems and methods for machine learning using adiabatic quantum computers,"A computational system can include digital circuitry and analog circuitry, for instance a digital processor and a quantum processor. The quantum processor can operate as a sample generator providing samples. Samples can be employed by the digital processing in implementing various machine learning techniques. For example, the digital processor can operate as a restricted Boltzmann machine. The computational system can operate as a quantum-based deep belief network operating on a training data-set.",Applications of Quantum Computing
28174,Quantum processing system including a modulated RF generator with synchronized components,"A quantum processing system may include one or more superconducting qubits and a qubit controller for controlling the one or more qubits. The qubit controller includes a radio frequency generation unit comprising electronic components, which are altogether configured to generate modulated RF signals. The controller also includes a phase locked loop unit maintaining a reference clock for two or more of the components of the RF generation unit, and a timing controller including an absolute timing register, the latter accessed by the reference clock, in operation. The qubit controller comprises a sequencer coupled to the timing controller to synchronize said two or more of said components by maintaining a coherent signal for said two or more of said components, the coherent signal phase matched to the one or more qubits, to drive and/or read out the one or more qubits via modulated signals generated by the synchronized components, in operation.",Methods of Building Qubits
24113,Grouping of Pauli observables using Bell measurements,"The illustrative embodiments provide a method, system, and computer program product. In an embodiment, a method includes receiving a set of Pauli observables. In an embodiment, a method includes initializing a measurement basis, the measurement basis comprising a set of Pauli bases equivalent to a number of qubits of a quantum processor. In an embodiment, a method includes creating a list of a set of Bell basis candidates, each of the set of Bell basis candidates configured to measure at least one of the set of Pauli observables. In an embodiment, a method includes selecting a Bell basis candidate from the set of Bell basis candidates. In an embodiment, a method includes reconfiguring the measurement basis to replace a subset of the set of Pauli bases with the selected Bell basis candidate.",Models of Manipulating Qubits for Computation
19904,Generation of an entangled photonic state from primitive resources,"An apparatus includes a plurality of first optical devices and a second optical device. Each first optical device includes a respective first pair of waveguides comprising a respective first waveguide and a respective second waveguide that are coupled together, a respective second pair of waveguides comprising a respective third waveguide and a respective fourth waveguide that are coupled together, and a first fusion gate that includes a detector. Each first fusion gate is configured to perform a fusion on the respective second waveguide and the respective third waveguide of a respective first optical device. The fusion produces a detection pattern for the respective first optical device. The apparatus further includes a multiplexer to select a respective first optical device of the plurality of first optical devices based at least in part on the detection pattern for the respective first optical device and output photons from the respective first optical device.",Methods of Building Qubits
10031,Inductively-shunted transmon qubit for superconducting circuits,"Techniques for modifying the Josephson potential of a transmon qubit by shunting the transmon with an inductance are described. The inclusion of this inductance may increase the confined potential of the qubit system compared with the conventional transmon, which may lead to a transmon qubit that is stable at much higher drive energies. The inductive shunt may serve the purpose of blocking some or all phase-slips between the electrodes of the qubit. As a result, the inductively shunted transmon may offer an advantage over conventional devices when used for applications involving high energy drives, whilst offering few to no drawbacks in comparison to conventional devices when used at lower drive energies.",Methods of Building Qubits
16021,"Quantum pulse determining method, apparatus, device and readable storage medium","Provided are a quantum pulse determining method, apparatus, device and readable storage medium, where basic pulses corresponding to basic logic gates are set in advance, the method including: when manipulating a qubit according to a quantum logic gate, splitting the quantum logic gate to obtain sub-logic gates; and searching for sub-pulses corresponding to the sub-logic gates among the basic pulses, and manipulating the qubit according to the sub-pulse. Basic pulses are set in advance in the method, apparatus, device and readable storage medium provided by the embodiments. When a qubit is to be manipulated, the quantum logic gate can be split into multiple sub-logic gates, and then sub-pulses corresponding to the sub-logic gates are searched for among the basic pulses. Thus, sub-pulses read can be used directly to manipulate the qubit, avoiding the computing power consumed in generating pulses according to the quantum logic gate, thereby improving an operation speed.",Models of Manipulating Qubits for Computation
24686,Quantum circuit decomposition by integer programming,"Techniques and a system for quantum circuit decomposition by integer programming are provided. In one example, a system includes a quantum circuit decomposition component and a simulation component. The quantum circuit decomposition component generates graphical data for a quantum circuit that is indicative of a graphical representation of the quantum circuit. The graphical representation is formatted as a hypergraph. The simulation component simulates the quantum circuit based on the graphical data associated with the hypergraph.",Models of Manipulating Qubits for Computation
26804,Qubit leakage error reduction,"It is an objective to provide an arrangement for reducing qubit leakage errors in a quantum computing system. According to an embodiment, an arrangement for reducing qubit leakage errors includes a first qubit and a second qubit selectively couplable to each other. The arrangement also includes an energy dissipation structure that is selectively couplable to the first qubit. The energy dissipation structure is configured to dissipate energy transferred from the first qubit. The arrangement further includes a control unit configured to perform a first quantum operation to transfer a property of a quantum state from the first qubit to the second qubit, couple the first qubit to the energy dissipation structure for a time interval, and perform a second quantum operation to transfer the property of the quantum state from the second qubit to the first qubit after the time interval.",Address Obstacles to Quantum Computation
12276,Transmon qubit flip-chip structures for quantum computing devices,"A quantum computing device is formed using a first chip and a second chip, the first chip having a first substrate, a first set of pads, and a set of Josephson junctions disposed on the first substrate. The second chip has a second substrate, a second set of pads disposed on the second substrate opposite the first set of pads, and a second layer formed on a subset of the second set of pads. The second layer is configured to bond the first chip and the second chip. The subset of the second set of pads corresponds to a subset of the set of Josephson junctions selected to avoid frequency collision between qubits in a set of qubits. A qubit is formed using a Josephson junction from the subset of Josephson junctions and another Josephson junction not in the subset being rendered unusable for forming qubits.",Methods of Building Qubits
16322,Meta-level short-depth quantum computation of k-eigenpairs,"Techniques and a system to facilitate meta-level quantum computation are provided. In one example, a system includes a quantum processor and a classical processor. The quantum processor can perform an expectation computation process to compute an expected value of a deflated operator and a quantum state associated with a quantum circuit description. The classical processor can execute computer executable components stored in a memory, where the computer executable components comprise a meta-level variational optimization component. The meta-level variational optimization component can perform a meta-level optimization process associated with a k-eigenvalue decomposition process to iteratively determine an inflation parameter and a variational parameterization for an eigenpair based on samples of the expectation computation process.",Applications of Quantum Computing
21451,Methods and systems for optimizing quantum circuits,"The present disclosure methods, systems and non-transitory computer readable media for optimizing quantum circuits. The methods include transforming an initial quantum circuit into a corresponding intermediate quantum circuit, wherein the intermediate quantum circuit is a first set of Pauli rotation gates followed by a first Clifford gate; and generating an updated quantum circuit having a second set of  Pauli rotation gates followed by a second Clifford gate, by, for each  Pauli rotation gate in the first set of  Pauli rotation gates: inserting a new  Pauli rotation gate after the second set of  Pauli rotation gates, wherein the new  Pauli rotation gate corresponds to the current  Pauli rotation gate in the first set of  Pauli rotation gates conjugated by the second Clifford gate and the conjugate transpose of the second Clifford gate, scanning through the second set of  Pauli rotation gates to determine if there is a matching  Pauli rotation gate before a non-commuting  Pauli rotation gate, and responsive to determining that there is a matching  Pauli rotation gate: removing the matching  Pauli rotation gate and new  Pauli rotation gate from the second set of  Pauli rotation gates and, if the matching  Pauli rotation gate and new  Pauli rotation gate have opposite signs, replacing the second Clifford gate with a new Clifford gate, wherein the new Clifford gate corresponds to the current second Clifford gate conjugated by the new  Pauli rotation gate. ",Models of Manipulating Qubits for Computation
10510,Incremental generation of quantum circuits,"A method includes detecting submission of a first quantum circuit for compilation, the first quantum circuit comprising a first set of quantum logic gates; generating a first gate index, the first gate index comprising an ordered table of a subset of the set of quantum logic gates, each quantum logic gate of the subset of quantum logic gates including a corresponding set of qubits acted on by the quantum logic gate; comparing the first gate index with a second gate index to determine a structural equality of the first quantum circuit and the second quantum circuit; and parameterizing, in response to determining a structural equality of the first quantum circuit and the second quantum circuit, a first set of parameters of a second set of quantum logic gates of the second quantum circuit with a second set of parameters of the first set of quantum logic gates.",Models of Manipulating Qubits for Computation
24707,Debugging quantum programs,"This disclosure concerns tools and techniques for debugging a quantum program (e.g., a program used to configure and control a quantum computing device). Because the state space of a quantum program is so much larger and less structured than the state space for a classical program, new techniques are required to help the program developer and coder determine whether or not their program is working correctly and to identify errors if not. The disclosed technology provides tools and techniques for debugging quantum programs using a classical computer.",Address Obstacles to Quantum Computation
22675,Quantum computer simulator characterization,"The disclosure describes various aspects of quantum computer simulators. In an aspect, a method for characterizing a quantum computer simulator includes identifying simulator processes supported by the quantum computer simulator, generating, for each simulator process, characteristic curves for different gates or quantum operations, the characteristic curves including information for predicting the time it takes to simulate each of the gates or quantum operations in a respective simulator process, and providing the characteristic curves to select one of the simulator processes to simulate a circuit, quantum program, or quantum algorithm that uses at least some of the gates or quantum operations. In another aspect, a method for optimizing simulations in a quantum computer simulator is described where a simulator process is selected for simulation of a circuit, quantum program, or quantum algorithm based on characteristic curves that predict a time it takes for the simulation to be carried out.",Models of Manipulating Qubits for Computation
15238,Compensation pulses for qubit readout,"Apparatus and methods for performing qubit readout. In one aspect, an apparatus includes a qubit that operates at a qubit frequency; a frequency controller that is configured to control the qubit frequency and that during a qubit measurement operation is configured to: determine a compensation pulse that when applied to the qubit, counteracts qubit frequency changes during the qubit measurement operation; and apply the determined compensation pulse to the qubit during the qubit measurement operation to maintain the qubit frequency.",Address Obstacles to Quantum Computation
26759,Deterministic reshaping and/or reordering of groups of atomic objects within an atomic object confinement apparatus,"Various embodiments provide methods, apparatuses, systems, or computer program products for deterministically reordering a group of atomic objects within an atomic object confinement apparatus. The group of atomic objects comprises Object A, Object B, Object C, and Object D, where Object B and Object C are of a first atomic type, and Object A and Object D are not of the first atomic type. The atomic object confinement apparatus comprises a plurality of potential generating elements which are controlled to create a time-dependent potential field within the atomic object confinement apparatus. The time-dependent potential field experienced by the group of atomic objects causes Object A, Object B, Object C, and Object D to move along corresponding reordering trajectories such that the group of atomic objects is deterministically reshaped and/or reordered.",Methods of Building Qubits
19223,Superconducting bump bonds for quantum computing systems,"A quantum computing system can include a first substrate including one or more quantum control devices. The quantum computing system can include a second substrate including one or more quantum circuit elements. The quantum computing system can include one or more tin contact bonds formed on the first substrate and the second substrate. The tin contact bonds can bond the first substrate to the second substrate. The tin contact bonds can be or can include tin, such as a tin alloy.",Methods of Building Qubits
13412,Josephson junctions with reduced stray inductance,"Methods, systems and apparatus for forming Josephson junctions with reduced stray inductance. In one aspect, a device includes a substrate; a first superconductor layer on the substrate; an insulator layer on the first superconductor layer; a second superconductor layer on the insulator layer, wherein the first superconductor layer, the insulator layer, and the second superconductor layer form a superconductor tunnel junction; and a third superconductor layer directly on a surface of the first superconductor layer and directly on a surface of the second superconductor layer to provide a first contact to the superconducting tunnel junction and a second contact to the superconductor tunnel junction, respectively.",Methods of Building Qubits
23953,Hybrid quantum-classical computer system and method for performing function inversion,"A hybrid quantum-classical (HQC) computing system, including a quantum computing component and a classical computing component, computes the inverse of a Boolean function for a given output. The HQC computing system translates a set of constraints into interactions between quantum spins; forms, from the interactions, an Ising Hamiltonian whose ground state encodes a set of states of a specific input value that are consistent with the set of constraints; performs, on the quantum computing component, a quantum optimization algorithm to generate an approximation to the ground state of the Ising Hamiltonian; and measures the approximation to the ground state of the Ising Hamiltonian, on the quantum computing component, to obtain a plurality of input bits which are a satisfying assignment of the set of constraints.",Applications of Quantum Computing
19126,System and method for sharing quantum information,"A method of sharing address information using quantum states includes storing a number, M, of first qubits in a quantum store at a source node and storing classical information tagged to the M first qubits in a classical store at the source node, where the classical information describes a destination node where the M first qubits share entangled qubits. The M first qubits are measured at the source node and a random number is generated that represents an address of the destination node using the measured M first qubits and the classical information describing the destination node. A packet is sent from the source node that includes the generated random number in a quantum address field and further includes data intended for the destination node in a data field. A number, M, of second qubits is stored in a quantum store at the destination node, wherein each of the M first qubits is entangled with a respective one of the M second qubits. The M second qubits is measured at the destination node and a random number is generated using the measured M second qubits. The sent packet is received at the destination node. The generated random number in the quantum address field is compared at the destination node with the generated random number using the measured M second qubits. A match is determined at the destination node between the compared generated random number in the quantum address field and the generated random number using the measured M second qubits.",Models of Manipulating Qubits for Computation
16448,Methods and devices for fault tolerant quantum gates,"A method includes obtaining a plurality of entangled qubits, with high fault tolerance, represented by a lattice structure. The lattice structure includes a plurality of contiguous lattice cells. A first subset of the plurality of entangled qubits defines a first plane, and a second subset of the plurality of entangled qubits defines a second plane that is parallel to and offset from the first plane. The plurality of entangled qubits includes a defect qubit that is entangled with at least one face qubit on the first plane and at least one edge qubit on the second plane.",Address Obstacles to Quantum Computation
10181,Hybrid photonics-solid state quantum computer,"There is described herein a quantum computing system, quantum processor, and method of operating a quantum computing system. The quantum computing system comprises a quantum control system configured for at least one of delivery and receipt of multiplexed optical signals. At least one optical fiber is coupled to the quantum control system for carrying the multiplexed optical signals, and a quantum processor is disposed inside a cryogenics apparatus and coupled to the at least one optical fiber. The quantum processor comprises: at least one converter configured for converting between the multiplexed optical signals and microwave signals at different frequencies; and a plurality of solid-state quantum circuit elements coupled to the at least one converter and addressable by respective ones of the microwave signals at different frequencies.",Methods of Building Qubits
11523,Quantum structure incorporating phi angle control,"Novel and useful electronic and magnetic control of several quantum structures that provide various control functions. An electric field provides control and is created by a voltage applied to a control terminal. Alternatively, an inductor or resonator provides control. An electric field functions as the main control and an auxiliary magnetic field provides additional control on the control gate. The magnetic field is used to control different aspects of the quantum structure. The magnetic field impacts the spin of the electron by tending to align to the magnetic field. The Bloch sphere is a geometrical representation of the state of a two-level quantum system and defined by a vector in x, y, z spherical coordinates. The representation includes two angles θ and φ whereby an appropriate electrostatic gate control voltage signal is generated to control the angle θ of the quantum state and an appropriate control voltage to an interface device generates a corresponding electrostatic field in the quantum structure to control the angle φ.",Models of Manipulating Qubits for Computation
12767,Systems and methods for autonomous network management using deep reinforcement learning,"A system described herein may provide a technique for analyzing metrics, parameters, attributes, and/or other information associated with networks or other devices or systems associated with high-dimensional data in order to determine potential configuration changes that may be made to such networks or other devices or systems in order to optimize and/or otherwise enhance the operation of such networks or other devices or systems. Multiple autoencoders associated with multiple dimensions may be used to calculate reconstruction errors or other features of data (e.g., metrics, parameters, etc.) that may be used to define operating or performance states of the network. Operating or performance states of network components may be mapped to quantum state objects (“QSOs�? for analysis using artificial intelligence and/or machine learning techniques or other suitable techniques.",Applications of Quantum Computing
28247,Integrating circuit elements in a stacked quantum computing device,"A stacked quantum computing device including: a first chip including a superconducting qubit, where the superconducting qubit includes a superconducting quantum interference device (SQUID) region, a control region, and a readout region, and a second chip bonded to the first chip, where the second chip includes a first control element overlapping with the SQUID region, a second control element displaced laterally from the control region and without overlapping the control region, and a readout device overlapping the readout region.",Methods of Building Qubits
13240,Charge locking circuits and control system for qubits,"Systems and methods related to charge locking circuits and a control system for qubits are provided. A system for controlling qubit gates includes a first packaged device comprising a quantum device including a plurality of qubit gates, where the quantum device is configured to operate at a cryogenic temperature. The system further includes a second packaged device comprising a control circuit configured to operate at the cryogenic temperature, where the first packaged device is coupled to the second packaged device, and where the control circuit comprises a plurality of charge locking circuits, where each of the plurality of charge locking circuits is coupled to at least one qubit gate of the plurality of qubit gates via an interconnect such that each of the plurality of charge locking circuits is configured to provide a voltage signal to at least one qubit gate.",Methods of Building Qubits
12035,Edge quantum computing,"Systems and methods are described for enabling quantum computing at an edge node of a network. For example, a machine learning component residing on each of a plurality of edge nodes of the network may be implemented to distribute application processing by network location and processing type, including distribution among classical processing at a central cloud, classical processing at an edge node, and quantum processing at a quantum edge node including a quantum computing device. By distributing certain applications, such as latency-sensitive applications of a higher order of complexity, to an edge node, and particularly a quantum edge node, latency may be reduced and complex application code may be processed more quicky using quantum computations. For applications to be processed using quantum processing, the machine learning component may further identify qubits for the quantum processing and define containers based on the qubits for deployment by the quantum computing device.",Applications of Quantum Computing
11011,Quantum dot devices with selectors,"Disclosed herein are quantum dot devices and techniques. In some embodiments, a quantum computing processing device may include a quantum well stack, an array of quantum dot gate electrodes above the quantum well stack, and an associated array of selectors above the array of quantum dot gate electrodes. The array of quantum dot gate electrodes and the array of selectors may each be arranged in a grid.",Methods of Building Qubits
29808,"Search apparatus, search method, and search program","A search device, a search method, and a search program for causing a quantum computer to search for angles of joints of a robot such as a robot arm at which the posture of the robot satisfies a predetermined condition by using a quantum algorithm are provided. The search device includes a specifying unit that specifies a function for identifying whether or not a posture of a robot satisfies a predetermined condition, a setting unit that applies a unitary transformation formed based on the function to a plurality of qubits corresponding to an angle of a joint of the robot a number of times according to the number of the plurality of qubits and sets a quantum computer so as to search for a state of the plurality of qubits corresponding to the angle satisfying the predetermined condition according to a quantum algorithm, and a calculation unit that calculates the angle corresponding to a measurement value of the plurality of qubits.",Applications of Quantum Computing
10459,Flexible touch sensors and methods for wide-field imaging of atom or ion trap,The disclosure describes various aspects of different techniques for flexible touch sensors and method for wide-field imaging of an atom or ion trap. A touch sensor is described for controlling movement of a control element for use with the trap that includes an outer structure and an inner structure that holds the control element and moves within the outer structure. The trap is inside an ultra-high vacuum (UHV) environment and the outer and inner structures are outside the UHV environment and separated by a UHV window. The control element or elements are brought into proximity of the UHV window in connection with controlling targets at the trap. The inner structure can stop moving within the outer structure to avoid damaging of the UHV window with the control element(s) in response to the inner structure being in physical contact with or within a set proximity of the outer structure.,Methods of Building Qubits
